year,country,party,vote,seat,family,lrgen,galtan,country_name,econ_ideology,social_ideology
2019,4,XA,2.93,0.0,1,10.0,10.0,Greece,1.0,1.0
2019,4,KIDISO,0.74,0.69999999,5,4.199999809265137,3.200000047683716,Greece,-0.16000003814697267,-0.3599999904632568
2024,4,FL,0.0,0.0,1,9.44444465637207,9.399999618530272,Greece,0.888888931274414,0.8799999237060543
2024,4,Niki,0.0,0.0,10,9.199999809265137,9.5,Greece,0.8399999618530274,0.9
2024,4,Spartans,0.0,0.0,1,10.0,9.800000190734863,Greece,1.0,0.9600000381469727
2024,4,PE,0.0,0.0,6,3.0,3.444444417953491,Greece,-0.4,-0.3111111164093018
2024,4,EL,4.45,5.3000002,1,8.899999618530273,9.199999809265137,Greece,0.7799999237060546,0.8399999618530274
2024,4,ND,40.79,48.700001,2,6.900000095367432,5.400000095367432,Greece,0.38000001907348635,0.08000001907348633
2024,4,PASOK,11.46,13.7,5,4.199999809265137,3.799999952316284,Greece,-0.16000003814697267,-0.24000000953674316
2024,4,SYRIZA,20.07,23.700001,6,3.0,1.5,Greece,-0.4,-0.7
2024,4,KKE,7.23,8.6999998,6,0.5,7.222222328186035,Greece,-0.9,0.444444465637207
1999,5,CiU,4.6,4.5999999,8,6.125,5.875,Spain,0.225,0.175
1999,5,CC,0.9,1.1,8,5.666666507720947,5.708333492279053,Spain,0.13333330154418946,0.14166669845581054
1999,5,ERC,0.7,0.30000001,8,3.041666746139526,3.375,Spain,-0.39166665077209484,-0.325
1999,5,UV,0.4,0.30000001,8,6.041666507720947,5.875,Spain,0.20833330154418944,0.175
1999,5,IU,10.5,6.0,6,2.125,2.541666746139526,Spain,-0.575,-0.4916666507720948
1999,5,EA,0.5,0.30000001,8,4.208333492279053,4.375,Spain,-0.15833330154418945,-0.125
1999,5,PNV,1.3,1.4,8,5.75,6.25,Spain,0.15,0.25
1999,5,EH,0.7,0.60000002,8,1.272727251052856,4.388888835906982,Spain,-0.7454545497894288,-0.12222223281860352
1999,5,PAR,0.200000002980232,0.0,8,6.181818008422852,5.958333492279053,Spain,0.23636360168457032,0.19166669845581055
1999,5,PP,38.8,44.599998,2,6.625,6.666666507720947,Spain,0.325,0.33333330154418944
1999,5,BNG,0.9,0.60000002,8,3.125,3.083333253860474,Spain,-0.375,-0.3833333492279052
1999,5,PSOE,37.6,40.299999,5,4.125,3.916666746139526,Spain,-0.175,-0.21666665077209482
1999,5,VERDE,0.25,0.0,7,2.888888835906982,1.888888835906982,Spain,-0.4222222328186036,-0.6222222328186036
2002,5,CC,1.1,1.1,8,5.91,5.7,Spain,0.18200000000000002,0.14000000000000004
2002,5,CiU,4.2,4.3000002,8,6.15,6.23,Spain,0.23000000000000007,0.24600000000000008
